Monitoring_SiteID,water_body,Determinand_Label,Analyzed_Matrix,Result_Unit,Reference_Year,Sampling_Period,LOQ_Value,Num_of_Samples,Quality_Samples,Quality_MinimumValue,Minimum_Value,Quality_Meanvalue,Mean_Value,Quality_MaximumValue,Maximum_value,Quality_MedianValue,Median_Value,UID,Country_Name,MinimumValue_outlier,MaxValue_outlier,MeanValue_outlier,Start_Date,End_Date
DESM_DERP_2699511700,River Water,Cadmium and its compounds,Water - Dissolved,ug/L,2014,,0.01,26,3,1,0.01,0,0.013654,0,0.09,0,0.01,11210679,Germany,0,0,0,,
DESM_BWU27,River Water,"1,1-dichloroethene",Water,ug/L,2014,,0.03,13,13,1,0.03,1,0.03,1,0.03,1,0.03,11210849,Germany,0,0,0,,
DESM_DESN_OBF17700,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.04,12,0,0,0.055,0,0.069333,0,0.088,0,0.068,11211064,Germany,0,0,0,,
DESM_BB_NE_0040,River Water,Diflufenican,Water,ug/L,2014,,0.003,12,9,1,0.003,0,0.003208,0,0.01,1,0.003,11211414,Germany,0,0,0,,
DESM_DEBY_10988,River Water,Terbutryn,Water,ug/L,2014,,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11211761,Germany,0,0,0,,
DESM_DEBY_2384,River Water,Terbutryn,Water,ug/L,2014,,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11211769,Germany,0,0,0,,
DESM_DEBY_12771,River Water,"1,2-dichlorobenzene",Water,ug/L,2014,,0.025,12,12,1,0.025,1,0.025,1,0.025,1,0.025,11212164,Germany,0,0,0,,
DESM_SH_129102,Lake Water,Dissolved organic carbon (DOC),Water - Dissolved,mg{C}/L,2015,2015-01-01--2015-12-31,,8,,0,5.6,0,6.2375,0,6.7,0,6.45,11192269,Germany,0,0,0,2015-01-01,2015-12-31
BERW_00630,River Water,Dissolved organic carbon (DOC),Water - Dissolved,mg{C}/L,2015,2015-01-01--2015-12-31,,10,0,0,5.1,0,8,0,11.6,0,7.7,11192491,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03260,River Water,Nitrite,Water,mg{NO2}/L,2015,2015-01-01--2015-12-31,,12,0,0,0.069,0,0.124,0,0.417,0,0.085,11193256,Belgium,0,0,0,2015-01-01,2015-12-31
ATPG60506152,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.2,0,1.2,0,1.2,0,1.2,11184934,Austria,0,0,0,2015-01-01,2015-12-31
ATKK20923082,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,4.95,0,4.95,0,4.95,0,4.95,11185916,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31900552,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,5.1,0,5.1,0,5.1,0,5.1,11186279,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20409122,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,12.39,0,12.39,0,12.39,0,12.39,11186726,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20812052,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,4,0,0,6.56,0,22.43,0,50.8,0,16.18,11186864,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71250012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,26.010225,0,26.010225,0,26.010225,0,26.010225,11187118,Austria,0,0,0,2015-01-01,2015-12-31
DESM_HE_130,River Water,Ametryn,Water,ug/L,2013,,0.05,52,52,1,0.05,1,0.05,1,0.05,1,0.05,11202220,Germany,0,0,0,,
DESM_BWU37,River Water,Toluene,Water,ug/L,2013,,0.05,13,9,1,0.05,1,0.05,0,0.08,1,0.05,11202313,Germany,0,0,0,,
DESM_NW005009,River Water,"4-nonylphenol, branched",Water,ug/L,2013,,0.05,12,7,1,0.05,0,0.289583,0,1.7,1,0.05,11202399,Germany,0,0,0,,
DESM_NW022810,River Water,Benzene,Water,ug/L,2013,,0.1,15,15,1,0.1,1,0.1,1,0.1,1,0.1,11202699,Germany,0,0,0,,
DESM_DESN_OBF17700,River Water,Chloroalkanes C10-13,Water,ug/L,2013,,0.15,12,12,1,0.15,1,0.15,1,0.15,1,0.15,11202968,Germany,0,0,0,,
DEHH_SM_91496,River Water,Di(2-ethylhexyl)phthalate (DEHP),Water,ug/L,2013,,0.2,12,12,1,0.2,1,0.2,1,0.2,1,0.2,11202977,Germany,0,0,0,,
DESM_NW614208,River Water,"1,2,3-trichlorobenzene",Water,ug/L,2013,,0.2,12,12,1,0.2,1,0.2,1,0.2,1,0.2,11203056,Germany,0,0,0,,
ES030ESPFTA60503005,River Water,Pentachlorophenol,Water,ug/L,2013,2013-01-01--2013-12-31,0.1,4,4,1,0.1,1,0.1,1,0.1,1,0.1,11237862,Spain,0,0,0,2013-01-01,2013-12-31
ES030ESPFTA55905004,River Water,Isoproturon,Water,ug/L,2013,2013-01-01--2013-12-31,0.1,4,4,1,0.1,1,0.1,1,0.1,1,0.1,11238072,Spain,0,0,0,2013-01-01,2013-12-31
ES100ESPF140018000,River Water,"1,3,5-trichlorobenzene",Water,ug/L,2013,2013-01-01--2013-12-31,1,1,1,1,1,1,1,1,1,1,1,11242215,Spain,0,0,0,2013-01-01,2013-12-31
DESM_DESN_OBF00200,River Water,Nickel and its compounds,Water - Dissolved,ug/L,2014,,0.5,12,0,0,1.9,0,2.433333,0,3.1,0,2.3,11210481,Germany,0,0,0,,
DESM_DEBY_4373,River Water,"1,1,2-trichloroethane",Water,ug/L,2014,,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11211318,Germany,0,0,0,,
DESM_BWU29,River Water,Phenanthrene,Water,ug/L,2014,,0.0025,13,4,1,0.0025,0,0.002808,0,0.0063,0,0.00255,11211554,Germany,0,0,0,,
DESM_HE_115,River Water,Terbutryn,Water,ug/L,2014,,0.01,12,0,0,0.01,0,0.023333,0,0.04,0,0.02,11211786,Germany,0,0,0,,
DESM_BWU24,River Water,MCPA,Water,ug/L,2014,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11211954,Germany,0,0,0,,
DESM_BWU27,River Water,"2,4-dichlorophenoxyacetic acid, 2-4 D",Water,ug/L,2014,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11212017,Germany,0,0,0,,
DESM_BWU47,River Water,O-xylene,Water,ug/L,2014,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11212084,Germany,0,0,0,,
ATPG90200152,Ground Water,Trichloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,,2,0,0,0.12,0,0.159,0,0.198,0,0.159,11191556,Austria,0,0,0,2015-01-01,2015-12-31
BERW_02280,River Water,Oxygen saturation,Water,%,2015,2015-01-01--2015-12-31,,13,0,0,53,0,65,0,88,0,62,11193010,Belgium,0,0,0,2015-01-01,2015-12-31
ATPG92100072,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.1,0,1.1,0,1.1,0,1.1,11184882,Austria,0,0,0,2015-01-01,2015-12-31
ATKK61208012,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.3,0,1.3,0,1.3,0,1.3,11184957,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10001332,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.3,0,1.3,0,1.3,0,1.3,11184959,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40713022,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.313,0,1.313,0,1.313,0,1.313,11184989,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31900442,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,2.8,0,2.8,0,2.8,0,2.8,11185354,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31900742,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,4.9,0,4.9,0,4.9,0,4.9,11185519,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41334012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.585,0,1.585,0,1.585,0,1.585,11185744,Austria,0,0,0,2015-01-01,2015-12-31
ATPG70333092,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,6.049356,0,6.049356,0,6.049356,0,6.049356,11186355,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61013022,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,15.5,0,15.5,0,15.5,0,15.5,11186838,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20813022,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,4,0,0,12.98,0,17.765,0,26.24,0,15.92,11186850,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20520012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,2,0,0,15.16,0,17.08,0,19,0,17.08,11186895,Austria,0,0,0,2015-01-01,2015-12-31
ATPG70212012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,28.786393,0,28.786393,0,28.786393,0,28.786393,11187143,Austria,0,0,0,2015-01-01,2015-12-31
DESM_DEBY_13243,River Water,Cadmium and its compounds,Water - Dissolved,ug/L,2013,,0.05,13,12,1,0.05,1,0.05,0,0.05,1,0.05,11202374,Germany,0,0,0,,
DESM_NW000103,River Water,Benzene,Water,ug/L,2013,,0.1,15,15,1,0.1,1,0.1,1,0.1,1,0.1,11202690,Germany,0,0,0,,
DESM_SH_123075,Tap Water,Benzene,Water,ug/L,2013,,0.1,11,11,1,0.1,1,0.1,1,0.1,1,0.1,11202705,Germany,0,0,0,,
DESM_DESN_OBF47600,River Water,Chloroalkanes C10-13,Water,ug/L,2013,,0.15,11,11,1,0.15,1,0.15,1,0.15,1,0.15,11202969,Germany,0,0,0,,
ES080ESPFES080-JU405,River Water,Kjeldahl nitrogen,Water,mg{N}/L,2013,2013-01-01--2013-12-31,2,1,1,1,2,1,2,1,2,1,2,11245789,Spain,0,0,0,2013-01-01,2013-12-31
DESM_DESN_OBF17700,River Water,Lead and its compounds,Water - Dissolved,ug/L,2014,,0.2,11,11,1,0.2,1,0.2,1,0.2,1,0.2,11210309,Germany,0,0,0,,
DESM_BWU29,River Water,Nickel and its compounds,Water - Dissolved,ug/L,2014,,0.5,13,4,1,0.5,0,0.6,0,1,0,0.7,11210450,Germany,0,0,0,,
DESM_BWU40,River Water,"1,1-dichloroethene",Water,ug/L,2014,,0.03,92,92,1,0.03,1,0.03,1,0.03,1,0.03,11210853,Germany,0,0,0,,
DESM_DENI_48862863,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.02,12,0,0,0.1,0,0.128333,0,0.23,0,0.12,11211038,Germany,0,0,0,,
DESM_NW702705,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.01,25,0,0,0.049,0,0.14936,0,0.26,0,0.152,11211128,Germany,0,0,0,,
DESM_BWU50,River Water,"2,4-dichlorophenoxyacetic acid, 2-4 D",Water,ug/L,2014,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11212027,Germany,0,0,0,,
DESM_DEBY_12771,River Water,"2,4-dichlorophenoxyacetic acid, 2-4 D",Water,ug/L,2014,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11212033,Germany,0,0,0,,
DESM_DEBE_320,Lake Water,Total phosphorus,Water,mg{P}/L,2015,2015-01-01--2015-12-31,,12,,0,0.032,0,0.063333333,0,0.11,0,0.0625,11191873,Germany,0,0,0,2015-01-01,2015-12-31
DESM_SH_129102,Lake Water,Total phosphorus,Water,mg{P}/L,2015,2015-01-01--2015-12-31,,9,,0,0.026,0,0.045222222,0,0.077,0,0.037,11192267,Germany,0,0,0,2015-01-01,2015-12-31
ATPG61516042,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.4,0,1.4,0,1.4,0,1.4,11185024,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71260022,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,5.066384,0,5.066384,0,5.066384,0,5.066384,11186273,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71230062,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,6.882249,0,6.882249,0,6.882249,0,6.882249,11186417,Austria,0,0,0,2015-01-01,2015-12-31
ATKK73710032,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,9.67372,0,9.67372,0,9.67372,0,9.67372,11186576,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10003972,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,15.4,0,15.4,0,15.4,0,15.4,11186835,Austria,0,0,0,2015-01-01,2015-12-31
ESBAR190,River Water,Electrical conductivity,Water,uS/cm,2013,2013-01-01--2013-12-31,10,15,0,0,208,0,309.733,0,393,0,305,11262324,Spain,0,0,0,2013-01-01,2013-12-31
DESM_DERP_2599511100,River Water,Pentachlorobenzene,Water,ug/L,2013,,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11202155,Germany,0,0,0,,
DESM_NW001004,River Water,"1,2,3-trichlorobenzene",Water,ug/L,2013,,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11202226,Germany,0,0,0,,
DESM_HE_130,River Water,Ammonium,Water,mg{NH4}/L,2013,,0.09016,52,45,1,0.09016,1,0.09016,0,0.17388,1,0.09016,11202484,Germany,0,0,0,,
DESM_DESN_OBF02810,River Water,4-chlorotoluene,Water,ug/L,2013,,0.1,11,11,1,0.1,1,0.1,1,0.1,1,0.1,11202530,Germany,0,0,0,,
DESM_SH_123009,River Water,"1,3-dichlorobenzene",Water,ug/L,2013,,0.1,11,11,1,0.1,1,0.1,1,0.1,1,0.1,11202649,Germany,0,0,0,,
BERW_01281,River Water,Pentachlorophenol,Water,ug/L,2015,2015-01-01--2015-12-31,0.012,11,11,1,0.012,1,0.012,1,0.012,1,0.012,11192707,Belgium,0,0,0,2015-01-01,2015-12-31
ATPG31900862,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11168519,Austria,0,0,0,2015-01-01,2015-12-31
ES064ESPFGN0000070,River Water,Kjeldahl nitrogen,Water,mg{N}/L,2013,2013-01-01--2013-12-31,2,2,2,1,2,1,2,1,2,1,2,11245134,Spain,0,0,0,2013-01-01,2013-12-31
ATPG31000012,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11174972,Austria,0,0,0,2015-01-01,2015-12-31
DESM_BB_OD_0070,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.01,13,0,0,0.087,0,0.128231,0,0.205,0,0.1235,11210946,Germany,0,0,0,,
DESM_BB_NE_0040,River Water,"DDT, o,p'",Water,ug/L,2014,,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11211235,Germany,0,0,0,,
DESM_BB_OD_0040,River Water,Phenanthrene,Water,ug/L,2014,,0.005,12,3,1,0.005,0,0.007292,0,0.012,0,0.007,11211547,Germany,0,0,0,,
DESM_DETH_2198,River Water,Naphthalene,Water,ug/L,2014,,0.006,11,9,1,0.006,1,0.006,0,0.019,1,0.006,11211862,Germany,0,0,0,,
ATPG90200142,Ground Water,Trichloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,,2,0,0,0.109,0,0.1675,0,0.226,0,0.1675,11191557,Austria,0,0,0,2015-01-01,2015-12-31
BERW_00360,River Water,Kjeldahl nitrogen,Water,mg{N}/L,2015,2015-01-01--2015-12-31,,12,0,0,1.294,0,1.873,0,2.338,0,1.892,11192344,Belgium,0,0,0,2015-01-01,2015-12-31
ATPG70335052,Ground Water,Tetrachloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.22066,0,0.22066,0,0.22066,0,0.22066,11167428,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41011022,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.425,0,1.425,0,1.425,0,1.425,11185029,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31500472,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.7,0,1.7,0,1.7,0,1.7,11185106,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61307032,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,2,0,0,1.4,0,2,0,2.6,0,2,11185202,Austria,0,0,0,2015-01-01,2015-12-31
ATKK31800132,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,5.1,0,5.1,0,5.1,0,5.1,11185523,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61746052,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,13.2,0,13.2,0,13.2,0,13.2,11185632,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31800152,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,6.1,0,6.1,0,6.1,0,6.1,11186362,Austria,0,0,0,2015-01-01,2015-12-31
ATPG92200462,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,7.7,0,7.7,0,7.7,0,7.7,11186475,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61417112,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,9.6,0,9.6,0,9.6,0,9.6,11186574,Austria,0,0,0,2015-01-01,2015-12-31
ATPG60721012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,16.9,0,16.9,0,16.9,0,16.9,11186887,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10002722,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,17.8,0,17.8,0,17.8,0,17.8,11186920,Austria,0,0,0,2015-01-01,2015-12-31
ATKK60651012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,19.1,0,19.1,0,19.1,0,19.1,11186970,Austria,0,0,0,2015-01-01,2015-12-31
DEHH_SM_91496,River Water,M-xylene,Water,ug/L,2013,,0.1,11,11,1,0.1,1,0.1,1,0.1,1,0.1,11202570,Germany,0,0,0,,
DESM_NW000504,River Water,Benzene,Water,ug/L,2013,,0.1,13,13,1,0.1,1,0.1,1,0.1,1,0.1,11202692,Germany,0,0,0,,
ATKK72310032,Ground Water,"1,2-dichloroethane",Water,ug/L,2015,2015-01-01--2015-12-31,0.01444,1,1,1,0.01444,1,0.01444,1,0.01444,1,0.01444,11161742,Austria,0,0,0,2015-01-01,2015-12-31
ATPG80404152,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11189566,Austria,0,0,0,2015-01-01,2015-12-31
ES030ESPFTA53306006,River Water,Phosphate,Water,mg{P}/L,2013,2013-01-01--2013-12-31,0.12,4,4,1,0.12,1,0.12,1,0.12,1,0.12,11239151,Spain,0,0,0,2013-01-01,2013-12-31
ES100ESPF110023000,River Water,Phosphate,Water,mg{P}/L,2013,2013-01-01--2013-12-31,0.2,10,2,1,0.2,0,0.77,0,1.7,0,0.75,11241722,Spain,0,0,0,2013-01-01,2013-12-31
ES100ESPF100023000,River Water,Ammonium,Water,mg{NH4}/L,2013,2013-01-01--2013-12-31,0.2,8,6,1,0.2,0,0.313,0,1.5,1,0.2,11240547,Spain,0,0,0,2013-01-01,2013-12-31
ESOIOIA-R03,River Water,Beta-HCH,Water,ug/L,2013,2013-01-01--2013-12-31,0.02,1,1,1,0.02,1,0.02,1,0.02,1,0.02,11229022,Spain,0,0,0,2013-01-01,2013-12-31
DESM_DESN_OBF17300,River Water,Nickel and its compounds,Water - Dissolved,ug/L,2014,,0.5,13,0,0,2.3,0,4.061538,0,6.4,0,3.8,11210484,Germany,0,0,0,,
DESM_DEBY_10988,River Water,Dichloromethane,Water,ug/L,2014,,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11210786,Germany,0,0,0,,
DESM_NW000504,River Water,Dichloromethane,Water,ug/L,2014,,0.5,12,12,1,0.5,1,0.5,1,0.5,1,0.5,11210807,Germany,0,0,0,,
DESM_DESN_OBF30410,River Water,Heptachlor,Water,ug/L,2014,,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11210914,Germany,0,0,0,,
DESM_SH_120002,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.005,12,0,0,0.078,0,0.152583,0,0.38,0,0.13,11211143,Germany,0,0,0,,
DESM_SH_126194,River Water,Total phosphorus,Water,mg{P}/L,2014,,0.005,12,0,0,0.088,0,0.150667,0,0.19,0,0.16,11211154,Germany,0,0,0,,
DESM_BB_SP_0060,River Water,Chloroalkanes C10-13,Water,ug/L,2014,,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11211600,Germany,0,0,0,,
DESM_NW000504,River Water,MCPA,Water,ug/L,2014,,0.025,13,13,1,0.025,1,0.025,1,0.025,1,0.025,11211990,Germany,0,0,0,,
ATPG20635062,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.14,0,1.14,0,1.14,0,1.14,11184890,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30600072,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.4,0,1.4,0,1.4,0,1.4,11185005,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30500272,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.5,0,1.5,0,1.5,0,1.5,11185039,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40409022,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,1.773,0,1.773,0,1.773,0,1.773,11185127,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10003392,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,2.9,0,2.9,0,2.9,0,2.9,11185367,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31200102,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,3.5,0,3.5,0,3.5,0,3.5,11185430,Austria,0,0,0,2015-01-01,2015-12-31
ATKK40701012,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,4.028,0,4.028,0,4.028,0,4.028,11185478,Austria,0,0,0,2015-01-01,2015-12-31
ATPG90100012,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,4.9,0,4.9,0,4.9,0,4.9,11185914,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30600062,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,9.1,0,9.1,0,9.1,0,9.1,11186545,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30200342,Ground Water,Zinc and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,26.2,0,26.2,0,26.2,0,26.2,11187120,Austria,0,0,0,2015-01-01,2015-12-31
DESM_BWU27,River Water,MCPA,Water,ug/L,2013,,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11202285,Germany,0,0,0,,
DESM_BB_SP_0210,River Water,Dichloromethane,Water,ug/L,2013,,0.1,12,10,1,0.1,0,0.155,0,1.24,1,0.1,11202956,Germany,0,0,0,,
ATPG31300062,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11188736,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61022232,Ground Water,Trichloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11191304,Austria,0,0,0,2015-01-01,2015-12-31
ESBUEST-R03,River Water,Ammonium,Water,mg{NH4}/L,2013,2013-01-01--2013-12-31,0.1,4,4,1,0.1,1,0.1,1,0.1,1,0.1,11237127,Spain,0,0,0,2013-01-01,2013-12-31
DESM_DETH_2371,River Water,Lead and its compounds,Water - Dissolved,ug/L,2014,,0.5,12,12,1,0.5,1,0.5,1,0.5,1,0.5,11210330,Germany,0,0,0,,
DESM_SH_120207,Tap Water,Nickel and its compounds,Water - Dissolved,ug/L,2014,,0.5,11,0,0,1.4,0,1.672727,0,1.9,0,1.65,11210516,Germany,0,0,0,,
DESM_NW000309,River Water,Dichloromethane,Water,ug/L,2014,,0.5,13,13,1,0.5,1,0.5,1,0.5,1,0.5,11210806,Germany,0,0,0,,
DESM_BWU27,River Water,Trichloroethylene,Water,ug/L,2014,,0.02,13,13,1,0.02,1,0.02,1,0.02,1,0.02,11211348,Germany,0,0,0,,
DESM_DESN_OBF40500,River Water,Diflufenican,Water,ug/L,2014,,0.003,12,11,1,0.003,1,0.003,0,0.005,1,0.003,11211443,Germany,0,0,0,,
DEHH_SM_91496,River Water,"4-nonylphenol, branched",Water,ug/L,2014,,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11211502,Germany,0,0,0,,
DESM_DEBY_11700,River Water,MCPA,Water,ug/L,2014,,0.05,13,12,1,0.05,1,0.05,0,0.08,1,0.05,11211969,Germany,0,0,0,,
BERW_01670,River Water,Phosphate,Water,mg{P}/L,2015,2015-01-01--2015-12-31,,12,0,0,0.097,0,0.157,0,0.343,0,0.148,11192807,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_01780,River Water,Nitrate,Water,mg{NO3}/L,2015,2015-01-01--2015-12-31,,12,0,0,27.057,0,29.636,0,31.253,0,29.819,11192883,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_01780,River Water,Total phosphorus,Water,mg{P}/L,2015,2015-01-01--2015-12-31,,13,0,0,0.102,0,0.15,0,0.24,0,0.147,11192927,Belgium,0,0,0,2015-01-01,2015-12-31
ATPG60411182,Ground Water,Tetrachloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,6.1,0,6.1,0,6.1,0,6.1,11167558,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61114032,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,,2,0,0,1.1,0,1.4,0,1.7,0,1.4,11185020,Austria,0,0,0,2015-01-01,2015-12-31
